,GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,Comments
208,BP_06,PUBLISHED,1993,EUR,ISR,YEARS18-PLUS,MLE,127.6 [124.1-131.1],127.6,124.1,131.1,
209,BP_06,PUBLISHED,1984,EUR,ITA,YEARS18-PLUS,MLE,133.0 [130.5-135.5],133.0,130.5,135.5,
210,BP_06,PUBLISHED,2014,WPR,JPN,YEARS18-PLUS,MLE,125.7 [122.8-128.5],125.7,122.8,128.5,
211,BP_06,PUBLISHED,2012,EMR,JOR,YEARS18-PLUS,MLE,123.9 [119.4-128.4],123.9,119.4,128.4,
212,BP_06,PUBLISHED,1979,EUR,KAZ,YEARS18-PLUS,MLE,130.6 [121.4-138.9],130.6,121.4,138.9,
213,BP_06,PUBLISHED,2007,AFR,KEN,YEARS18-PLUS,MLE,128.5 [123.1-133.9],128.5,123.1,133.9,
214,BP_06,PUBLISHED,1975,EMR,KWT,YEARS18-PLUS,MLE,131.6 [121.7-140.9],131.6,121.7,140.9,
215,BP_06,PUBLISHED,1993,EUR,KGZ,YEARS18-PLUS,MLE,128.3 [121.6-134.8],128.3,121.6,134.8,
216,BP_06,PUBLISHED,2002,WPR,LAO,YEARS18-PLUS,MLE,124.2 [119.1-129.4],124.2,119.1,129.4,
217,BP_06,PUBLISHED,2009,EMR,LBN,YEARS18-PLUS,MLE,129.4 [124.8-134.2],129.4,124.8,134.2,
218,BP_06,PUBLISHED,1997,EUR,MKD,YEARS18-PLUS,MLE,132.3 [125.5-139.0],132.3,125.5,139.0,
219,BP_06,PUBLISHED,2009,AFR,MDG,YEARS18-PLUS,MLE,130.0 [124.6-135.6],130.0,124.6,135.6,
220,BP_06,PUBLISHED,2009,WPR,MYS,YEARS18-PLUS,MLE,129.8 [127.3-132.3],129.8,127.3,132.3,
221,BP_06,PUBLISHED,2012,AFR,MLI,YEARS18-PLUS,MLE,127.2 [120.6-133.5],127.2,120.6,133.5,
222,BP_06,PUBLISHED,2011,WPR,MHL,YEARS18-PLUS,MLE,126.7 [120.7-132.8],126.7,120.7,132.8,
223,BP_06,PUBLISHED,2013,AMR,MEX,YEARS18-PLUS,MLE,127.2 [123.7-130.8],127.2,123.7,130.8,
224,BP_06,PUBLISHED,1998,EUR,MDA,YEARS18-PLUS,MLE,132.1 [126.1-138.1],132.1,126.1,138.1,
225,BP_06,PUBLISHED,1988,SEAR,MMR,YEARS18-PLUS,MLE,123.1 [117.1-129.2],123.1,117.1,129.2,
226,BP_06,PUBLISHED,1981,AFR,NAM,YEARS18-PLUS,MLE,129.8 [123.4-136.4],129.8,123.4,136.4,
227,BP_06,PUBLISHED,1977,EUR,DEU,YEARS18-PLUS,MLE,136.0 [131.4-140.6],136.0,131.4,140.6,
228,BP_06,PUBLISHED,1975,AFR,GHA,YEARS18-PLUS,MLE,127.7 [119.4-136.4],127.7,119.4,136.4,
229,BP_06,PUBLISHED,1978,EUR,GRC,YEARS18-PLUS,MLE,128.9 [122.1-135.5],128.9,122.1,135.5,
230,BP_06,PUBLISHED,1997,AMR,GUY,YEARS18-PLUS,MLE,125.6 [118.6-132.6],125.6,118.6,132.6,
231,BP_06,PUBLISHED,1975,AMR,HND,YEARS18-PLUS,MLE,124.3 [114.8-133.9],124.3,114.8,133.9,
232,BP_06,PUBLISHED,2002,SEAR,IND,YEARS18-PLUS,MLE,125.9 [124.1-127.7],125.9,124.1,127.7,
233,BP_06,PUBLISHED,1996,SEAR,IDN,YEARS18-PLUS,MLE,127.0 [123.8-130.3],127.0,123.8,130.3,
234,BP_06,PUBLISHED,1992,EUR,HUN,YEARS18-PLUS,MLE,136.0 [132.6-139.5],136.0,132.6,139.5,
235,BP_06,PUBLISHED,1994,EMR,IRN,YEARS18-PLUS,MLE,123.3 [120.6-125.9],123.3,120.6,125.9,
236,BP_06,PUBLISHED,2000,AMR,JAM,YEARS18-PLUS,MLE,125.0 [121.1-128.8],125.0,121.1,128.8,
237,BP_06,PUBLISHED,1979,EMR,IRQ,YEARS18-PLUS,MLE,129.5 [121.9-137.4],129.5,121.9,137.4,
238,BP_06,PUBLISHED,2014,AMR,JAM,YEARS18-PLUS,MLE,126.4 [120.5-132.5],126.4,120.5,132.5,
239,BP_06,PUBLISHED,2011,AFR,KEN,YEARS18-PLUS,MLE,129.2 [123.2-135.3],129.2,123.2,135.3,
240,BP_06,PUBLISHED,1979,AFR,KEN,YEARS18-PLUS,MLE,125.0 [120.5-129.5],125.0,120.5,129.5,
241,BP_06,PUBLISHED,2013,WPR,KIR,YEARS18-PLUS,MLE,129.2 [122.9-135.6],129.2,122.9,135.6,
242,BP_06,PUBLISHED,1994,AFR,KEN,YEARS18-PLUS,MLE,126.5 [121.2-131.7],126.5,121.2,131.7,
243,BP_06,PUBLISHED,1995,EUR,KGZ,YEARS18-PLUS,MLE,128.4 [121.8-134.7],128.4,121.8,134.7,
244,BP_06,PUBLISHED,1989,EUR,LVA,YEARS18-PLUS,MLE,135.8 [129.8-141.8],135.8,129.8,141.8,
245,BP_06,PUBLISHED,2009,EMR,LBY,YEARS18-PLUS,MLE,132.8 [128.4-137.5],132.8,128.4,137.5,
246,BP_06,PUBLISHED,1984,AFR,LSO,YEARS18-PLUS,MLE,126.6 [120.3-132.9],126.6,120.3,132.9,
247,BP_06,PUBLISHED,2009,AFR,LBR,YEARS18-PLUS,MLE,131.2 [126.6-135.9],131.2,126.6,135.9,
248,BP_06,PUBLISHED,1975,AFR,LSO,YEARS18-PLUS,MLE,125.3 [116.4-134.4],125.3,116.4,134.4,
249,BP_06,PUBLISHED,1979,AFR,MDG,YEARS18-PLUS,MLE,127.2 [119.9-134.5],127.2,119.9,134.5,
250,BP_06,PUBLISHED,1979,WPR,MYS,YEARS18-PLUS,MLE,126.9 [119.3-133.5],126.9,119.3,133.5,
251,BP_06,PUBLISHED,2009,WPR,MHL,YEARS18-PLUS,MLE,126.4 [120.9-131.7],126.4,120.9,131.7,
252,BP_06,PUBLISHED,2008,EUR,MLT,YEARS18-PLUS,MLE,130.3 [124.8-135.7],130.3,124.8,135.7,
253,BP_06,PUBLISHED,2000,AFR,MRT,YEARS18-PLUS,MLE,132.4 [125.5-139.2],132.4,125.5,139.2,
254,BP_06,PUBLISHED,2010,AFR,MUS,YEARS18-PLUS,MLE,129.3 [125.0-133.7],129.3,125.0,133.7,
255,BP_06,PUBLISHED,1995,WPR,FSM,YEARS18-PLUS,MLE,126.4 [121.6-131.3],126.4,121.6,131.3,
256,BP_06,PUBLISHED,1986,WPR,FSM,YEARS18-PLUS,MLE,126.0 [120.7-131.1],126.0,120.7,131.1,
257,BP_06,PUBLISHED,1987,WPR,MNG,YEARS18-PLUS,MLE,131.5 [126.1-136.7],131.5,126.1,136.7,
258,BP_06,PUBLISHED,1990,EUR,MNE,YEARS18-PLUS,MLE,131.5 [124.5-138.4],131.5,124.5,138.4,
259,BP_06,PUBLISHED,1975,SEAR,MMR,YEARS18-PLUS,MLE,122.5 [112.8-131.8],122.5,112.8,131.8,
260,BP_06,PUBLISHED,1979,AFR,GMB,YEARS18-PLUS,MLE,131.0 [124.0-138.0],131.0,124.0,138.0,
261,BP_06,PUBLISHED,1978,EUR,DEU,YEARS18-PLUS,MLE,136.1 [132.0-140.2],136.1,132.0,140.2,
262,BP_06,PUBLISHED,2013,EUR,DEU,YEARS18-PLUS,MLE,127.2 [122.4-131.6],127.2,122.4,131.6,
263,BP_06,PUBLISHED,1997,EUR,GRC,YEARS18-PLUS,MLE,127.5 [123.7-131.2],127.5,123.7,131.2,
264,BP_06,PUBLISHED,2000,AMR,GTM,YEARS18-PLUS,MLE,123.6 [119.6-127.6],123.6,119.6,127.6,
265,BP_06,PUBLISHED,1976,AMR,GUY,YEARS18-PLUS,MLE,125.3 [116.4-134.4],125.3,116.4,134.4,
266,BP_06,PUBLISHED,2002,AMR,HND,YEARS18-PLUS,MLE,125.7 [120.2-131.2],125.7,120.2,131.2,
267,BP_06,PUBLISHED,1982,SEAR,IND,YEARS18-PLUS,MLE,123.1 [118.1-127.9],123.1,118.1,127.9,
268,BP_06,PUBLISHED,1989,SEAR,IDN,YEARS18-PLUS,MLE,126.1 [121.9-130.3],126.1,121.9,130.3,
269,BP_06,PUBLISHED,2000,EMR,IRQ,YEARS18-PLUS,MLE,128.6 [123.6-133.7],128.6,123.6,133.7,
270,BP_06,PUBLISHED,2002,EUR,IRL,YEARS18-PLUS,MLE,133.2 [130.1-136.5],133.2,130.1,136.5,
271,BP_06,PUBLISHED,2009,EUR,ISR,YEARS18-PLUS,MLE,125.2 [121.4-129.1],125.2,121.4,129.1,
272,BP_06,PUBLISHED,1985,AMR,JAM,YEARS18-PLUS,MLE,125.4 [120.2-130.8],125.4,120.2,130.8,
273,BP_06,PUBLISHED,1995,WPR,JPN,YEARS18-PLUS,MLE,128.4 [127.1-129.8],128.4,127.1,129.8,
274,BP_06,PUBLISHED,1987,EUR,KAZ,YEARS18-PLUS,MLE,130.4 [122.7-137.5],130.4,122.7,137.5,
275,BP_06,PUBLISHED,2015,EMR,KWT,YEARS18-PLUS,MLE,127.5 [123.0-132.3],127.5,123.0,132.3,
276,BP_06,PUBLISHED,1993,EMR,LBN,YEARS18-PLUS,MLE,130.0 [124.0-135.8],130.0,124.0,135.8,
277,BP_06,PUBLISHED,2006,EMR,LBY,YEARS18-PLUS,MLE,132.3 [128.1-136.6],132.3,128.1,136.6,
278,BP_06,PUBLISHED,1991,EUR,MKD,YEARS18-PLUS,MLE,132.4 [125.5-139.2],132.4,125.5,139.2,
279,BP_06,PUBLISHED,2001,AFR,MDG,YEARS18-PLUS,MLE,129.2 [123.9-134.7],129.2,123.9,134.7,
280,BP_06,PUBLISHED,2009,AFR,MWI,YEARS18-PLUS,MLE,133.5 [128.8-138.3],133.5,128.8,138.3,
281,BP_06,PUBLISHED,1994,EUR,MLT,YEARS18-PLUS,MLE,132.8 [127.9-137.6],132.8,127.9,137.6,
282,BP_06,PUBLISHED,1996,WPR,MHL,YEARS18-PLUS,MLE,125.4 [120.3-130.5],125.4,120.3,130.5,
283,BP_06,PUBLISHED,1981,AFR,MUS,YEARS18-PLUS,MLE,127.4 [122.2-132.5],127.4,122.2,132.5,
284,BP_06,PUBLISHED,2008,AMR,MEX,YEARS18-PLUS,MLE,126.3 [124.0-128.5],126.3,124.0,128.5,
285,BP_06,PUBLISHED,1983,EUR,MDA,YEARS18-PLUS,MLE,132.6 [126.0-138.9],132.6,126.0,138.9,
286,BP_06,PUBLISHED,2010,WPR,MNG,YEARS18-PLUS,MLE,133.1 [129.9-136.4],133.1,129.9,136.4,
287,BP_06,PUBLISHED,2004,EMR,MAR,YEARS18-PLUS,MLE,127.1 [120.8-133.6],127.1,120.8,133.6,
288,BP_06,PUBLISHED,1994,SEAR,MMR,YEARS18-PLUS,MLE,123.6 [117.8-129.3],123.6,117.8,129.3,
289,BP_06,PUBLISHED,1980,WPR,NRU,YEARS18-PLUS,MLE,135.6 [131.6-139.5],135.6,131.6,139.5,
290,BP_06,PUBLISHED,1986,WPR,FJI,YEARS18-PLUS,MLE,127.4 [121.7-133.0],127.4,121.7,133.0,
291,BP_06,PUBLISHED,1995,WPR,FJI,YEARS18-PLUS,MLE,127.9 [122.7-133.0],127.9,122.7,133.0,
292,BP_06,PUBLISHED,2008,AFR,GAB,YEARS18-PLUS,MLE,131.1 [125.3-137.1],131.1,125.3,137.1,
293,BP_06,PUBLISHED,2001,EUR,GEO,YEARS18-PLUS,MLE,132.5 [127.6-137.4],132.5,127.6,137.4,
294,BP_06,PUBLISHED,2009,EUR,DEU,YEARS18-PLUS,MLE,129.0 [125.8-131.9],129.0,125.8,131.9,
295,BP_06,PUBLISHED,1985,AMR,GRD,YEARS18-PLUS,MLE,128.3 [121.9-134.7],128.3,121.9,134.7,
296,BP_06,PUBLISHED,2003,AMR,GTM,YEARS18-PLUS,MLE,123.8 [119.7-127.8],123.8,119.7,127.8,
297,BP_06,PUBLISHED,2005,AFR,GIN,YEARS18-PLUS,MLE,132.1 [126.9-137.3],132.1,126.9,137.3,
298,BP_06,PUBLISHED,1984,AMR,HND,YEARS18-PLUS,MLE,125.0 [118.3-131.8],125.0,118.3,131.8,
299,BP_06,PUBLISHED,1992,AMR,HND,YEARS18-PLUS,MLE,125.2 [119.0-131.7],125.2,119.0,131.7,
300,BP_06,PUBLISHED,2015,EUR,HUN,YEARS18-PLUS,MLE,134.9 [127.9-141.6],134.9,127.9,141.6,
301,BP_06,PUBLISHED,2009,SEAR,IDN,YEARS18-PLUS,MLE,128.2 [125.3-131.1],128.2,125.3,131.1,
302,BP_06,PUBLISHED,2002,EMR,IRN,YEARS18-PLUS,MLE,122.9 [121.0-124.7],122.9,121.0,124.7,
303,BP_06,PUBLISHED,1980,EUR,IRL,YEARS18-PLUS,MLE,133.8 [127.7-139.6],133.8,127.7,139.6,
304,BP_06,PUBLISHED,2015,EUR,ISR,YEARS18-PLUS,MLE,124.1 [117.3-130.8],124.1,117.3,130.8,
305,BP_06,PUBLISHED,1990,WPR,JPN,YEARS18-PLUS,MLE,129.8 [128.3-131.2],129.8,128.3,131.2,
306,BP_06,PUBLISHED,2012,EUR,KGZ,YEARS18-PLUS,MLE,131.0 [127.1-134.9],131.0,127.1,134.9,
307,BP_06,PUBLISHED,1980,WPR,LAO,YEARS18-PLUS,MLE,121.1 [113.9-128.5],121.1,113.9,128.5,
308,BP_06,PUBLISHED,2006,EMR,LBN,YEARS18-PLUS,MLE,129.1 [124.4-134.1],129.1,124.4,134.1,
309,BP_06,PUBLISHED,2000,AFR,LBR,YEARS18-PLUS,MLE,131.1 [125.3-136.7],131.1,125.3,136.7,
310,BP_06,PUBLISHED,1975,EUR,LTU,YEARS18-PLUS,MLE,136.4 [129.8-143.2],136.4,129.8,143.2,
311,BP_06,PUBLISHED,2009,EUR,LUX,YEARS18-PLUS,MLE,131.1 [126.5-135.8],131.1,126.5,135.8,
312,BP_06,PUBLISHED,1980,AFR,MWI,YEARS18-PLUS,MLE,128.6 [121.6-135.5],128.6,121.6,135.5,
313,BP_06,PUBLISHED,2014,AFR,MWI,YEARS18-PLUS,MLE,134.6 [128.6-140.7],134.6,128.6,140.7,
314,BP_06,PUBLISHED,1985,WPR,MHL,YEARS18-PLUS,MLE,126.2 [120.4-131.9],126.2,120.4,131.9,
315,BP_06,PUBLISHED,1993,WPR,MHL,YEARS18-PLUS,MLE,125.5 [120.2-130.8],125.5,120.2,130.8,
316,BP_06,PUBLISHED,2003,AFR,MRT,YEARS18-PLUS,MLE,132.4 [125.6-139.2],132.4,125.6,139.2,
317,BP_06,PUBLISHED,2012,AFR,MUS,YEARS18-PLUS,MLE,129.8 [124.8-134.9],129.8,124.8,134.9,
318,BP_06,PUBLISHED,1994,EUR,MDA,YEARS18-PLUS,MLE,132.2 [126.1-138.4],132.2,126.1,138.4,
319,BP_06,PUBLISHED,2008,EMR,MAR,YEARS18-PLUS,MLE,127.4 [120.9-134.0],127.4,120.9,134.0,
320,BP_06,PUBLISHED,1990,EUR,FRA,YEARS18-PLUS,MLE,132.2 [129.4-135.1],132.2,129.4,135.1,
321,BP_06,PUBLISHED,1980,AFR,GAB,YEARS18-PLUS,MLE,131.6 [124.0-139.2],131.6,124.0,139.2,
322,BP_06,PUBLISHED,2010,EUR,EST,YEARS18-PLUS,MLE,133.7 [131.5-135.8],133.7,131.5,135.8,
323,BP_06,PUBLISHED,2011,EUR,DEU,YEARS18-PLUS,MLE,128.1 [124.3-131.7],128.1,124.3,131.7,
324,BP_06,PUBLISHED,1987,EUR,GRC,YEARS18-PLUS,MLE,128.2 [123.9-132.5],128.2,123.9,132.5,
325,BP_06,PUBLISHED,1976,AMR,GRD,YEARS18-PLUS,MLE,128.1 [119.7-136.5],128.1,119.7,136.5,
326,BP_06,PUBLISHED,1986,AMR,GRD,YEARS18-PLUS,MLE,128.3 [121.9-134.7],128.3,121.9,134.7,
327,BP_06,PUBLISHED,1998,AFR,GIN,YEARS18-PLUS,MLE,131.3 [125.3-137.2],131.3,125.3,137.2,
328,BP_06,PUBLISHED,1996,AMR,GUY,YEARS18-PLUS,MLE,125.5 [118.6-132.6],125.5,118.6,132.6,
329,BP_06,PUBLISHED,2006,AMR,HTI,YEARS18-PLUS,MLE,126.7 [120.0-133.7],126.7,120.0,133.7,
330,BP_06,PUBLISHED,1994,SEAR,IDN,YEARS18-PLUS,MLE,126.8 [123.3-130.3],126.8,123.3,130.3,
331,BP_06,PUBLISHED,1997,EMR,IRN,YEARS18-PLUS,MLE,123.0 [120.7-125.4],123.0,120.7,125.4,
332,BP_06,PUBLISHED,1979,EUR,IRL,YEARS18-PLUS,MLE,133.7 [127.1-139.9],133.7,127.1,139.9,
333,BP_06,PUBLISHED,2008,EUR,ITA,YEARS18-PLUS,MLE,129.7 [127.5-131.9],129.7,127.5,131.9,
334,BP_06,PUBLISHED,2007,WPR,JPN,YEARS18-PLUS,MLE,126.2 [124.7-127.7],126.2,124.7,127.7,
335,BP_06,PUBLISHED,1976,EUR,KAZ,YEARS18-PLUS,MLE,130.5 [120.3-140.1],130.5,120.3,140.1,
336,BP_06,PUBLISHED,1975,AFR,KEN,YEARS18-PLUS,MLE,124.8 [118.4-131.0],124.8,118.4,131.0,
337,BP_06,PUBLISHED,1998,EUR,KGZ,YEARS18-PLUS,MLE,128.6 [122.4-134.6],128.6,122.4,134.6,
338,BP_06,PUBLISHED,2011,EUR,KGZ,YEARS18-PLUS,MLE,130.8 [126.8-134.7],130.8,126.8,134.7,
339,BP_06,PUBLISHED,1990,EUR,LVA,YEARS18-PLUS,MLE,135.7 [129.6-141.8],135.7,129.6,141.8,
340,BP_06,PUBLISHED,1985,AFR,LBR,YEARS18-PLUS,MLE,130.7 [124.3-137.1],130.7,124.3,137.1,
341,BP_06,PUBLISHED,2001,AFR,LBR,YEARS18-PLUS,MLE,131.1 [125.5-136.6],131.1,125.5,136.6,
342,BP_06,PUBLISHED,1984,EMR,LBY,YEARS18-PLUS,MLE,132.7 [126.4-138.8],132.7,126.4,138.8,
343,BP_06,PUBLISHED,1996,EUR,LUX,YEARS18-PLUS,MLE,135.3 [129.7-141.1],135.3,129.7,141.1,
344,BP_06,PUBLISHED,1987,EUR,MKD,YEARS18-PLUS,MLE,132.6 [125.8-139.4],132.6,125.8,139.4,
345,BP_06,PUBLISHED,1988,AFR,MWI,YEARS18-PLUS,MLE,129.3 [123.0-135.4],129.3,123.0,135.4,
346,BP_06,PUBLISHED,1990,WPR,MYS,YEARS18-PLUS,MLE,127.1 [122.6-131.4],127.1,122.6,131.4,
347,BP_06,PUBLISHED,1975,AFR,MUS,YEARS18-PLUS,MLE,128.2 [120.1-136.4],128.2,120.1,136.4,
348,BP_06,PUBLISHED,1977,EUR,MDA,YEARS18-PLUS,MLE,132.4 [124.5-140.1],132.4,124.5,140.1,
349,BP_06,PUBLISHED,1989,WPR,MNG,YEARS18-PLUS,MLE,131.4 [126.3-136.4],131.4,126.3,136.4,
350,BP_06,PUBLISHED,2014,WPR,MNG,YEARS18-PLUS,MLE,133.3 [128.9-137.9],133.3,128.9,137.9,
351,BP_06,PUBLISHED,2014,AFR,MOZ,YEARS18-PLUS,MLE,133.6 [126.6-140.3],133.6,126.6,140.3,
352,BP_06,PUBLISHED,1994,AFR,NAM,YEARS18-PLUS,MLE,130.5 [125.1-136.0],130.5,125.1,136.0,
353,BP_06,PUBLISHED,2011,WPR,NRU,YEARS18-PLUS,MLE,131.2 [126.0-136.3],131.2,126.0,136.3,
354,BP_06,PUBLISHED,1979,EUR,NLD,YEARS18-PLUS,MLE,133.9 [129.1-138.7],133.9,129.1,138.7,
355,BP_06,PUBLISHED,2013,AFR,GAB,YEARS18-PLUS,MLE,130.6 [123.7-137.4],130.6,123.7,137.4,
356,BP_06,PUBLISHED,1979,EUR,GEO,YEARS18-PLUS,MLE,131.7 [123.7-139.0],131.7,123.7,139.0,
357,BP_06,PUBLISHED,1975,EUR,GRC,YEARS18-PLUS,MLE,129.0 [120.5-137.3],129.0,120.5,137.3,
358,BP_06,PUBLISHED,1982,AMR,GRD,YEARS18-PLUS,MLE,128.2 [121.5-134.7],128.2,121.5,134.7,
359,BP_06,PUBLISHED,2006,AMR,GRD,YEARS18-PLUS,MLE,130.1 [125.2-135.1],130.1,125.2,135.1,
360,BP_06,PUBLISHED,1975,AFR,GIN,YEARS18-PLUS,MLE,129.3 [119.8-138.7],129.3,119.8,138.7,
361,BP_06,PUBLISHED,1984,AFR,GNB,YEARS18-PLUS,MLE,129.5 [122.2-137.1],129.5,122.2,137.1,
362,BP_06,PUBLISHED,1986,AMR,HTI,YEARS18-PLUS,MLE,124.8 [117.8-132.2],124.8,117.8,132.2,
363,BP_06,PUBLISHED,2012,AMR,HND,YEARS18-PLUS,MLE,126.5 [119.9-133.2],126.5,119.9,133.2,
364,BP_06,PUBLISHED,2010,EMR,IRQ,YEARS18-PLUS,MLE,129.0 [123.9-134.1],129.0,123.9,134.1,
365,BP_06,PUBLISHED,1996,AMR,JAM,YEARS18-PLUS,MLE,125.0 [120.6-129.2],125.0,120.6,129.2,
366,BP_06,PUBLISHED,1997,WPR,JPN,YEARS18-PLUS,MLE,127.9 [126.5-129.3],127.9,126.5,129.3,
367,BP_06,PUBLISHED,2005,EUR,KAZ,YEARS18-PLUS,MLE,130.8 [124.0-137.3],130.8,124.0,137.3,
368,BP_06,PUBLISHED,2015,EUR,KAZ,YEARS18-PLUS,MLE,133.1 [124.3-141.7],133.1,124.3,141.7,
369,BP_06,PUBLISHED,1984,EUR,KGZ,YEARS18-PLUS,MLE,128.4 [121.2-135.0],128.4,121.2,135.0,
370,BP_06,PUBLISHED,1992,WPR,LAO,YEARS18-PLUS,MLE,123.0 [116.9-129.2],123.0,116.9,129.2,
371,BP_06,PUBLISHED,2013,AFR,LBR,YEARS18-PLUS,MLE,130.8 [125.5-136.2],130.8,125.5,136.2,
372,BP_06,PUBLISHED,1989,EUR,LTU,YEARS18-PLUS,MLE,137.3 [134.1-140.5],137.3,134.1,140.5,
373,BP_06,PUBLISHED,2013,EUR,LUX,YEARS18-PLUS,MLE,130.0 [124.1-135.7],130.0,124.1,135.7,
374,BP_06,PUBLISHED,1993,AFR,MDG,YEARS18-PLUS,MLE,128.4 [122.4-134.3],128.4,122.4,134.3,
375,BP_06,PUBLISHED,1991,WPR,MYS,YEARS18-PLUS,MLE,127.2 [122.9-131.4],127.2,122.9,131.4,
376,BP_06,PUBLISHED,1987,EUR,MLT,YEARS18-PLUS,MLE,134.4 [130.1-138.6],134.4,130.1,138.6,
377,BP_06,PUBLISHED,1980,AMR,MEX,YEARS18-PLUS,MLE,127.4 [121.5-133.5],127.4,121.5,133.5,
378,BP_06,PUBLISHED,1998,WPR,FSM,YEARS18-PLUS,MLE,126.7 [122.2-131.2],126.7,122.2,131.2,
379,BP_06,PUBLISHED,1993,WPR,MNG,YEARS18-PLUS,MLE,131.4 [126.7-136.0],131.4,126.7,136.0,
380,BP_06,PUBLISHED,1978,EUR,MNE,YEARS18-PLUS,MLE,130.4 [121.7-138.9],130.4,121.7,138.9,
381,BP_06,PUBLISHED,2011,EMR,MAR,YEARS18-PLUS,MLE,127.6 [120.6-134.6],127.6,120.6,134.6,
382,BP_06,PUBLISHED,1978,SEAR,MMR,YEARS18-PLUS,MLE,122.7 [114.7-130.7],122.7,114.7,130.7,
383,BP_06,PUBLISHED,1986,SEAR,MMR,YEARS18-PLUS,MLE,123.0 [116.9-129.1],123.0,116.9,129.1,
384,BP_06,PUBLISHED,1990,WPR,NRU,YEARS18-PLUS,MLE,132.1 [128.8-135.4],132.1,128.8,135.4,
385,BP_06,PUBLISHED,1982,WPR,NZL,YEARS18-PLUS,MLE,131.7 [127.9-135.5],131.7,127.9,135.5,
386,BP_06,PUBLISHED,2012,AFR,NGA,YEARS18-PLUS,MLE,126.0 [122.1-129.7],126.0,122.1,129.7,
387,BP_06,PUBLISHED,1979,SEAR,PRK,YEARS18-PLUS,MLE,126.2 [119.1-133.4],126.2,119.1,133.4,
388,BP_06,PUBLISHED,1981,EMR,OMN,YEARS18-PLUS,MLE,129.5 [122.7-135.8],129.5,122.7,135.8,
389,BP_06,PUBLISHED,1981,WPR,PLW,YEARS18-PLUS,MLE,133.6 [126.7-140.1],133.6,126.7,140.1,
390,BP_06,PUBLISHED,1982,AMR,PAN,YEARS18-PLUS,MLE,127.5 [120.6-134.2],127.5,120.6,134.2,
391,BP_06,PUBLISHED,1989,AMR,PAN,YEARS18-PLUS,MLE,127.4 [121.0-133.6],127.4,121.0,133.6,
392,BP_06,PUBLISHED,1986,AMR,PER,YEARS18-PLUS,MLE,123.8 [117.9-129.4],123.8,117.9,129.4,
393,BP_06,PUBLISHED,1980,EMR,QAT,YEARS18-PLUS,MLE,131.1 [123.7-138.2],131.1,123.7,138.2,
394,BP_06,PUBLISHED,1982,EUR,ROU,YEARS18-PLUS,MLE,132.3 [127.1-137.4],132.3,127.1,137.4,
395,BP_06,PUBLISHED,1982,EUR,RUS,YEARS18-PLUS,MLE,133.2 [130.3-136.2],133.2,130.3,136.2,
396,BP_06,PUBLISHED,2005,EUR,RUS,YEARS18-PLUS,MLE,130.6 [127.7-133.5],130.6,127.7,133.5,
397,BP_06,PUBLISHED,1990,AFR,RWA,YEARS18-PLUS,MLE,125.2 [118.0-132.5],125.2,118.0,132.5,
398,BP_06,PUBLISHED,2007,AMR,KNA,YEARS18-PLUS,MLE,130.3 [125.3-135.7],130.3,125.3,135.7,
399,BP_06,PUBLISHED,2015,AMR,KNA,YEARS18-PLUS,MLE,131.4 [124.2-138.9],131.4,124.2,138.9,
400,BP_06,PUBLISHED,2009,AMR,LCA,YEARS18-PLUS,MLE,130.4 [126.0-134.9],130.4,126.0,134.9,
401,BP_06,PUBLISHED,1976,AMR,VCT,YEARS18-PLUS,MLE,126.0 [116.7-135.6],126.0,116.7,135.6,
402,BP_06,PUBLISHED,2002,WPR,WSM,YEARS18-PLUS,MLE,128.7 [125.3-132.1],128.7,125.3,132.1,
403,BP_06,PUBLISHED,2011,AFR,STP,YEARS18-PLUS,MLE,134.4 [129.5-139.5],134.4,129.5,139.5,
404,BP_06,PUBLISHED,1989,WPR,SGP,YEARS18-PLUS,MLE,127.5 [124.4-130.7],127.5,124.4,130.7,
405,BP_06,PUBLISHED,1990,EUR,SVK,YEARS18-PLUS,MLE,132.8 [129.1-136.6],132.8,129.1,136.6,
406,BP_06,PUBLISHED,1984,EUR,SVN,YEARS18-PLUS,MLE,135.5 [129.1-141.8],135.5,129.1,141.8,
407,BP_06,PUBLISHED,1984,WPR,SLB,YEARS18-PLUS,MLE,121.3 [115.0-127.7],121.3,115.0,127.7,
408,BP_06,PUBLISHED,1978,AFR,ZAF,YEARS18-PLUS,MLE,130.9 [125.7-136.4],130.9,125.7,136.4,
409,BP_06,PUBLISHED,2002,EUR,ALB,YEARS18-PLUS,MLE,132.8 [128.1-137.3],132.8,128.1,137.3,
410,BP_06,PUBLISHED,1986,AFR,AGO,YEARS18-PLUS,MLE,129.3 [122.0-136.9],129.3,122.0,136.9,
411,BP_06,PUBLISHED,1987,AMR,ATG,YEARS18-PLUS,MLE,126.6 [119.5-133.8],126.6,119.5,133.8,
412,BP_06,PUBLISHED,1998,EUR,ARM,YEARS18-PLUS,MLE,131.3 [125.7-136.7],131.3,125.7,136.7,
413,BP_06,PUBLISHED,2013,EUR,ARM,YEARS18-PLUS,MLE,132.9 [126.3-139.5],132.9,126.3,139.5,
414,BP_06,PUBLISHED,1996,SEAR,BGD,YEARS18-PLUS,MLE,120.5 [114.0-126.9],120.5,114.0,126.9,
